Num_Acc;mois;jour;hrmn;lum;agg;int;atm;col;com;adr;gps;lat;long;dep;
11266;7;31;650;1;2;1;1;1;88;134, COLOMARS (ROUTE DE);;;;60;
11267;7;31;840;1;2;1;1;5;159;0, NAPOLEON III (BOULEVA;;;;60;
11268;7;31;1200;1;2;1;1;6;88;GROSSO (A PARTIR DU N? 6;;;;60;
11269;7;31;1800;1;1;1;1;6;88;0, ANGLAIS (DU N? 265 AU;;;;60;
11270;7;31;2225;4;2;1;1;6;88;142, MADELEINE (BD DE LA;;;;60;
11271;8;1;300;5;2;1;1;6;88;7, RIMIEZ (AV. DE);;;;60;
11272;8;1;2310;5;2;3;1;3;88;0, ANGLAIS (DU N? 114 AU;;;;60;
11273;8;2;120;5;2;2;1;3;88;0, CLEMENCEAU (AV. GEORG;;;;60;
11274;8;2;1600;1;2;2;1;3;88;FRANCE (R. DE) A PARTIR;;;;60;
11275;8;3;1045;1;2;1;1;2;88;53, ANGLAIS (DU N? 45 AU;;;;60;
11276;8;3;1255;1;2;2;1;3;88;0, GROSSO (A PARTIR DU N;;;;60;
11277;8;4;1715;1;2;3;1;6;88;0, VOIE RAPIDE;;;;60;
11278;8;4;2338;5;2;1;1;6;159;0, PRINCESSE GRACE DE MO;;;;60;
11279;8;5;720;1;2;1;1;3;88;0, BARLA (RUE);;;;60;
11280;8;6;1100;1;2;1;1;6;88;4, GAMBETTA (JUSQU'AU N?;;;;60;
11281;8;6;2100;2;2;1;1;3;159;34, CORNE D OR (PLACE DE;;;;60;
11282;8;7;1205;1;2;1;1;6;159;0, MOYENNE CORNICHE;;;;60;
11283;8;7;1415;1;2;2;1;3;88;0, LEPANTE (R. DE);;;;60;
11284;8;7;1930;1;2;1;1;6;88;7-9, FABRON (AV. DE) (JU;;;;60;
11285;8;8;1010;1;2;1;1;3;88;140, TURIN (RTE DE);;;;60;
11286;8;8;1630;1;2;2;1;3;88;0, GIACOBI (AV.);;;;60;
11287;8;8;1630;1;2;1;1;3;88;0, CASSIN (BD RENE);;;;60;
11288;8;8;1750;1;2;1;1;2;88;19, ANGLAIS (A PARTIR DU;;;;60;
11289;8;8;1850;1;2;1;1;6;88;25, DIABLES BLEUS (AV. D;;;;60;
11290;8;9;300;5;2;1;1;3;88;PENETRANTE DU PAILLON;;;;60;
11291;8;9;1200;1;2;1;1;6;88;13, BAVASTRO (RUE);;;;60;
11292;8;12;825;1;2;1;1;6;88;12, CASSINI (RUE);;;;60;
11293;8;12;1130;1;2;3;1;6;88;44, SAINT-AUGUSTIN (AV.;;;;60;
11294;8;12;1230;1;2;1;1;3;88;23 BIS, JOLY (CORNICHE A;;;;60;
11295;8;12;1810;1;2;1;1;2;88;0, CORNIGLION MOLINIER (;;;;60;
11296;8;13;230;5;2;1;1;6;88;12, RAY (AV. DU);;;;60;
11297;8;13;17;5;2;1;1;2;88;120, FRANCE (R. DE) A PA;;;;60;
11298;8;13;1430;1;2;1;1;5;88;68, BRANCOLAR (AV.) (A P;;;;60;
11299;8;13;1900;1;2;1;1;3;88;0, GARIGLIANO (PONTS);;;;60;
11300;8;13;2313;5;2;1;1;7;88;0, MITTERAND (RUE FRANCO;;;;60;
11301;8;14;2220;5;2;1;1;3;88;57, CESSOLE (BD DE) (A P;;;;60;
11302;8;17;1530;1;2;1;1;3;88;101, ARIANE (BD DE L');;;;60;
11303;8;18;420;5;2;1;1;3;88;0, ANGLAIS (A PARTIR DU;;;;60;
11304;8;18;1405;1;2;1;1;3;88;63, PASTEUR (BD);;;;60;
11305;8;18;1630;1;2;2;1;6;88;0, RIQUIER (BD DE);;;;60;
11306;8;18;2345;5;2;2;1;3;88;0, VERNIER (R.);;;;60;
11307;8;19;1400;1;2;1;1;1;88;143, LYAUTEY (AV. DU MAL;;;;60;
11308;8;19;1920;1;2;1;1;6;88;18, MONTEL (BD PAUL);;;;60;
11309;8;20;2125;2;2;1;1;6;88;61, ETATS UNIS (QUAI DES;;;;60;
11310;8;21;820;1;2;1;1;6;88;332, PESSICART (A PARTIR;;;;60;
11311;8;21;1900;1;2;1;1;6;88;43, DIABLES BLEUS (AV. D;;;;60;
11312;8;23;2345;5;2;2;1;3;88;0, PASTORELLI (R.);;;;60;
11313;8;24;730;1;2;1;1;6;88;4, CIMIEZ (BD) JUSQU'AU;;;;60;
11314;8;24;2115;1;2;2;1;3;88;0, VAUBAN (R. MARECHAL);;;;60;
11315;8;25;1330;1;2;2;1;3;88;0, JOFFRE (R. MARECHAL);;;;60;
11316;8;25;1725;1;2;1;1;3;88;DIGUE DES FRANCAIS (TRAV;;;;60;
11317;8;26;1255;1;2;1;1;2;88;4, JAURES (BD JEAN);;;;60;
11318;8;26;2247;5;2;1;1;3;88;0, ETATS UNIS (QUAI DES);;;;60;
11319;8;29;1130;1;2;1;1;3;88;27, JOLY (CORNICHE ANDRE;;;;60;
11320;8;29;1800;1;2;1;1;2;88;0, CASSIN (BD RENE);;;;60;
11321;8;30;1240;1;2;1;1;3;88;0, ARMEE DES ALPES (BD D;;;;60;
11322;8;30;1630;1;2;1;1;6;88;0, ITALIE (R. D');;;;60;
11323;8;31;1000;1;2;1;1;3;88;225, ANGLAIS (A PARTIR D;;;;60;
11324;9;1;1310;1;2;1;1;2;88;0, VALOMBROSE (AV. DE);;;;60;
11325;9;1;1400;1;2;1;1;2;88;0, JOLY (CORNICHE ANDRE;;;;60;
11326;9;1;1920;1;2;1;1;2;88;0, VOIE RAPIDE;;;;60;
11327;9;2;800;1;2;1;1;5;88;0, VOIE RAPIDE;;;;60;
11328;9;2;1600;1;2;1;1;3;88;VEILLON (R.);;;;60;
11329;9;2;1742;1;2;1;1;6;88;0, FRANCE (R. DE) DU N?;;;;60;
11330;9;2;1930;1;2;1;1;6;88;26, QUAI LUNEL;;;;60;
11331;9;3;940;1;2;1;1;3;88;19, VALOMBROSE (AV. DE);;;;60;
11332;9;3;920;1;2;1;1;2;88;0, RAY (AV. DU);;;;60;
11333;9;4;929;1;2;1;1;3;88;0, REPUBLIQUE (AV. DE LA;;;;60;
11334;9;4;935;1;2;1;1;2;88;219, ANGLAIS (DU N? 114;;;;60;
11335;9;4;950;1;2;2;1;3;88;0, VOIE ROMAINE (AV. DE;;;;60;
11336;9;5;840;1;2;1;1;6;88;0, ETATS UNIS (QUAI DES);;;;60;
11337;9;5;1020;1;2;1;1;6;88;0, MASSENA (PLACE);;;;60;
11338;9;5;1510;1;2;1;1;1;88;10 BIS, SORGENTINO (R.);;;;60;
11339;9;6;1245;1;2;1;1;6;88;0, CASTEL DES 2 ROIS (PA;;;;60;
11340;9;6;2240;5;2;2;1;3;88;0, PARC IMPERIAL (BD DU);;;;60;
11341;9;7;2225;5;2;1;1;2;88;MONTREAL (BD DE);;;;60;
11342;9;8;815;1;2;1;1;6;88;38, ESTIENNE -D'ORVES (A;;;;60;
11343;9;8;830;1;2;1;1;3;88;0, MONTEL (BD PAUL);;;;60;
11344;9;8;1500;1;2;1;1;4;88;57, RAYBAUD JOSEPH;;;;60;
11345;9;8;1530;1;2;1;1;3;88;0, DELFINO (BD GENERAL);;;;60;
11346;9;9;730;1;2;1;1;3;88;ARMEE DU RHIN (PLACE);;;;60;
11347;9;9;1010;1;2;3;1;3;88;0, LYAUTEY (AV. DU MAL);;;;60;
11348;9;9;1650;1;2;1;1;3;88;39, MATISSE (AV. HENRI);;;;60;
11349;9;10;740;1;2;1;1;6;88;101, LYAUTEY (AV. DU MAL;;;;60;
11350;9;12;1055;1;2;1;1;6;88;4, DOUANE (QUAI DE LA);;;;60;
11351;9;12;1430;1;2;2;1;6;88;0, SMOLETT (R.);;;;60;
11352;9;12;1530;1;2;1;1;2;88;54, CESSOLE (BD DE) (JUS;;;;60;
11353;9;12;1655;1;2;1;1;5;88;0, VOIE RAPIDE;;;;60;
11354;9;12;2200;5;2;1;1;6;88;28-30, CORNICHE FLEURIE;;;;60;
11355;9;13;1910;1;2;2;1;6;88;0, BARLA (TRAV.);;;;60;
11356;9;13;2050;5;2;2;1;3;88;0, BELLET (RTE DE);;;;60;
11357;9;15;1035;1;2;1;1;3;88;0, ROQUEBILLIERE (R. DE);;;;60;
11358;9;15;1205;1;2;3;1;3;88;0, PASTEUR (BD);;;;60;
11359;9;15;1645;1;2;3;2;6;88;0, BARLA (RUE);;;;60;
11360;9;15;1730;1;2;3;1;5;88;BOTTAU (AV. FRANCOIS);;;;60;
11361;9;17;1350;1;2;1;1;6;88;163, GRENOBLE (ROUTE DE);;;;60;
11362;9;18;1400;1;2;1;1;6;88;27, GAITE (IMP. DE LA);;;;60;
11363;9;19;1430;1;2;4;1;3;88;0, ARENES DE CIMIEZ (AV.;;;;60;
11364;9;20;425;5;2;1;1;6;88;2, GROSSO (A PARTIR DU N;;;;60;
11365;9;20;1015;1;2;1;1;6;88;0, ASSALIT (RUE);;;;60;
11366;9;20;1500;1;2;1;1;4;88;0, RD 6202;;;;60;
11367;9;20;1525;1;2;2;1;3;88;77 bis, GAMBETTA (A PART;;;;60;
11368;9;21;1340;1;2;1;1;3;88;67, ARIANE (BD DE L');;;;60;
11369;9;22;745;1;2;1;1;6;88;8, CASSINI (RUE);;;;60;
11370;9;22;850;1;2;1;1;4;88;0, VOIE RAPIDE;;;;60;
11371;9;22;1210;1;2;2;1;3;88;0, SAINT-LAMBERT (AV.) (;;;;60;
11372;9;22;1245;1;2;3;1;3;88;0, THIERS (AV.);;;;60;
11373;9;22;1845;1;2;1;1;6;88;0, LYAUTEY (AV. DU MAL);;;;60;
11374;9;23;905;1;2;1;1;1;88;14, DUFOURMANTEL (AV.);;;;60;
11375;9;23;1945;5;2;1;1;3;88;144, TURIN (RTE DE);;;;60;
11376;9;24;740;2;2;1;1;3;159;64, CORNE D OR (BOULEVAR;;;;60;
11377;9;24;1445;1;2;1;1;3;88;0, GROSSO (A PARTIR DU N;;;;60;
11378;9;25;500;5;2;1;1;6;88;122, CARNOT (BD);;;;60;
11379;9;25;815;1;2;1;1;6;88;103, CASSIN (BD RENE);;;;60;
11380;9;26;1440;1;2;2;1;3;88;0, BARBERIS (RUE);;;;60;
11381;9;26;2245;5;2;1;1;6;88;43, MILLION DE VERAILLON;;;;60;
11382;9;27;30;5;2;1;1;6;159;NAPOLEON III (BOULEVARD);;;;60;
11383;9;27;305;5;2;1;1;6;88;56, GORBELLA (BD DE);;;;60;
11384;9;27;2010;5;2;1;1;2;88;PENETRANTE DU PAILLON;;;;60;
11385;9;27;2300;5;2;2;1;3;88;0, VERANY (BD J.B.);;;;60;
11386;9;28;1255;1;2;1;1;6;88;51, HUGO (BD VICTOR);;;;60;
11387;9;30;530;5;2;2;2;3;88;0, ARSON (RUE);;;;60;
11388;10;1;400;5;2;1;1;1;88;0, RIQUIER (BD DE);;;;60;
11389;10;1;1600;1;2;3;1;3;88;0, ARIANE (BD DE L');;;;60;
11390;10;2;1;5;2;1;1;6;88;0, SAQUI (AV. JOSEPH);;;;60;
11391;10;2;1455;1;2;3;1;6;88;113, FRANCE (R. DE) A PA;;;;60;
11392;10;2;2250;3;2;1;1;6;88;3, RD 6202;;;;60;
11393;10;4;1315;1;2;3;1;3;88;0, RAYNAUD (BD AUGUSTE);;;;60;
11394;10;5;910;1;2;1;3;6;88;71, GAIRAUT (AV. DE);;;;60;
11395;10;5;1500;1;2;1;1;2;88;58, MONTEL (BD PAUL);;;;60;
11396;10;6;1745;1;2;1;1;3;88;0, DIABLES BLEUS (AV. DE;;;;60;
11397;10;7;40;5;2;1;1;3;88;0, ILE-DE-BEAUTE (PL. DE;;;;60;
11398;10;7;1715;1;2;1;1;2;88;0, VOIE RAPIDE;;;;60;
11399;10;8;820;1;2;2;1;1;88;0, SAINT-LAMBERT (AV.) (;;;;60;
11400;10;9;1800;1;2;1;1;3;88;113, ANGLAIS (N? 113);;;;60;
11401;10;9;1815;1;2;1;1;6;88;96, CESSOLE (BD DE) (A P;;;;60;
11402;10;10;1150;1;2;6;1;3;88;0, ROQUEBILLIERE (R. DE);;;;60;
11403;10;10;1250;1;2;1;1;2;88;0, BOURGADA (TRAV. DE LA;;;;60;
11404;10;12;1120;1;2;1;1;6;88;0, LISERONS (IMPASSE DES;;;;60;
11405;10;12;2250;5;2;3;1;2;159;MARECHAL FOCH (AVENUE);;;;60;
11406;10;13;1620;1;2;1;3;7;88;0, GAMBETTA (JUSQU'AU N?;;;;60;
11407;10;14;915;1;2;1;2;3;88;0, REINE-VICTORIA (AV.);;;;60;
11408;10;14;1835;1;2;2;1;3;88;0, CIAIS (RUE DU DOCTEUR;;;;60;
11409;10;14;1855;5;2;1;1;5;88;68, CIMIEZ (BD) A PARTIR;;;;60;
11410;10;15;945;1;2;1;1;6;88;0, RIQUIER (BD DE);;;;60;
11411;10;15;1450;1;2;1;1;2;88;4, CIMIEZ (BD) JUSQU'AU;;;;60;
11412;10;17;1135;1;2;1;1;6;88;0, BARLA (TRAV.);;;;60;
11413;10;18;1440;1;2;1;1;3;88;229, ANGLAIS (DU N? 114;;;;60;
11414;10;19;1845;1;2;1;1;6;88;17, CARNOT (BD);;;;60;
11415;10;20;1900;5;2;1;1;3;88;217, CALIFORNIE (AV.) (A;;;;60;
11416;10;21;955;1;2;2;1;3;88;0, DIABLES BLEUS (AV. DE;;;;60;
11417;10;21;1100;1;2;1;1;3;88;0, RD 6202;;;;60;
11418;10;21;1510;1;2;2;1;3;88;GUYNEMER (PL.);;;;60;
11419;10;21;2145;5;2;1;1;6;88;137, ANGLAIS (A PARTIR D;;;;60;
11420;10;22;815;1;2;1;1;6;88;32, MALAUSSENA (AV.);;;;60;
11421;10;22;1230;1;2;1;1;3;88;108, BRANCOLAR (AV.) (A;;;;60;
11422;10;23;1440;1;2;1;1;6;88;37, MEDECIN (AV. JEAN);;;;60;
11423;10;24;430;5;2;1;1;6;88;7-9, GARIBALDI (PL.);;;;60;
11424;10;24;1405;1;2;1;1;3;88;33, BANVILLE (RUE THEODO;;;;60;
11425;10;24;2110;5;2;2;1;3;88;0, COMBATTANTS D'AFN (RU;;;;60;
11426;10;25;1255;1;2;1;1;6;88;POMPIDOU (BD GEORGES);;;;60;
11427;10;26;1030;1;2;2;1;3;88;0, GAMBETTA (A PARTIR DU;;;;60;
11428;10;27;730;1;2;1;1;7;88;10, JOLY (CORNICHE ANDRE;;;;60;
11429;10;27;1015;1;2;2;1;3;88;23, MIOLLIS (R.);;;;60;
11430;10;27;1100;1;2;1;1;6;88;8, NOTRE-DAME (AV.);;;;60;
11431;10;28;1820;5;2;1;1;2;88;24, ARIANE (BD DE L');;;;60;
11432;10;28;1420;1;2;1;1;6;88;43, FRANCE (R. DE) DU N?;;;;60;
11433;10;28;1745;2;2;1;1;3;88;179, CASSIN (BD RENE);;;;60;
11434;10;28;1945;5;2;2;1;3;88;0, RAYNAUD (BD AUGUSTE);;;;60;
11435;10;29;1730;2;2;1;1;4;88;VOIE RAPIDE;;;;60;
11436;10;30;1304;1;2;2;1;3;88;0, SEMERIA (AV. DENIS);;;;60;
11437;10;30;1715;2;2;3;1;3;88;0, ARIANE (BD DE L');;;;60;
11438;10;31;1250;1;2;1;1;3;88;0, THIERS (AV.);;;;60;
11439;10;31;2245;5;2;2;1;6;88;12, ARMEE DES ALPES (BD;;;;60;
11440;11;1;30;5;2;1;1;6;88;1, ANGLAIS (DU N? 1 AU N;;;;60;
11441;11;1;1355;1;2;1;1;3;88;0, ROQUEBILLIERE (R. DE);;;;60;
11442;11;1;2350;5;2;2;1;3;88;0, BESSET (AV.) (A PARTI;;;;60;
11443;11;2;110;5;2;1;1;7;88;RD 6202;;;;60;
11444;11;2;202;5;2;2;1;6;88;12, RISSO (BD);;;;60;
11445;11;4;1800;5;2;3;3;6;88;0, BOYER (RUE);;;;60;
11446;11;5;1620;1;2;1;1;2;88;0, VOIE RAPIDE;;;;60;
11447;11;5;1730;5;2;3;1;3;88;0, DIABLES BLEUS (AV. DE;;;;60;
11448;11;5;2230;5;2;3;1;3;88;0, MONZIE (R. ANATOLE DE;;;;60;
11449;11;6;815;1;2;1;1;6;88;02, FAURE (AV. FELIX);;;;60;
11450;11;6;1720;2;2;2;1;3;88;0, LEPANTE (R. DE);;;;60;
11451;11;7;1752;5;2;1;1;6;88;57, GAMBETTA (A PARTIR D;;;;60;
11452;11;7;2110;5;2;2;1;3;88;0, VERNIER (R.);;;;60;
11453;11;8;525;5;2;2;1;6;88;245, ANGLAIS PLAGE (DU 1;;;;60;
11454;11;8;710;1;2;1;1;3;88;0, BARLA (RUE);;;;60;
11455;11;9;1730;4;2;1;3;6;88;70, GAMBETTA (A PARTIR D;;;;60;
11456;11;10;1045;1;2;1;2;2;88;16, RIQUIER (BD DE);;;;60;
11457;11;11;2045;1;2;1;2;6;88;39, SANTOLINE (R. DE LA);;;;60;
11458;11;12;825;1;2;1;1;3;88;25, ROQUEBILLIERE (R. DE;;;;60;
11459;11;12;1400;1;2;1;2;2;88;22, FALICON (BD COMTE DE;;;;60;
11460;11;13;840;1;2;1;1;3;88;0, VOIE RAPIDE;;;;60;
11461;11;13;1400;1;2;1;1;2;88;ignor?, ANGLAIS (DU N? 4;;;;60;
11462;11;14;745;1;2;1;1;6;88;37 BIS, MATISSE (AV. HEN;;;;60;
11463;11;15;1100;1;2;1;3;6;159;9, ALBERT 1ER (AVENUE);;;;60;
11464;11;15;1100;1;2;1;3;4;88;0, VOIE RAPIDE;;;;60;
11465;11;16;745;1;2;2;1;3;88;67, ARIANE (BD DE L');;;;60;
11466;11;16;1235;1;2;1;1;3;88;31, CAP DE CROIX (AV. ET;;;;60;
11467;11;16;1615;1;2;1;1;3;88;0, RAYNAUD (BD AUGUSTE);;;;60;
11468;11;17;1420;1;2;1;1;6;88;0, LEPANTE (R. DE);;;;60;
11469;11;17;1715;2;2;3;1;3;88;20, ARIANE (BD DE L');;;;60;
11470;11;18;1025;1;2;1;1;3;88;0, CASSIN (BD RENE);;;;60;
11471;11;18;1340;1;2;1;1;2;88;0, RD 6202;;;;60;
11472;11;19;650;1;2;1;1;3;88;0, TZAREWITCH (BD DU);;;;60;
11473;11;19;745;1;2;1;1;6;88;45, MADELEINE (BD DE LA);;;;60;
11474;11;19;1445;1;2;1;1;6;88;28, ROQUEBILLIERE (R. DE;;;;60;
11475;11;19;1530;1;2;3;1;3;88;ETATS UNIS (QUAI DES);;;;60;
11476;11;19;1720;4;2;1;1;3;88;63, MADELEINE (BD DE LA);;;;60;
11477;11;24;1225;1;2;2;8;3;88;0, COMBOUL (AV. RAYMOND);;;;60;
11478;11;24;1450;1;2;1;1;2;88;0, RD 6202;;;;60;
11479;11;26;20;5;2;1;2;4;88;143, GAMBETTA (A PARTIR;;;;60;
11480;11;26;830;1;2;1;8;3;88;0, GINESTIERE (CH. DE LA;;;;60;
11481;11;28;730;2;2;1;2;6;88;87, LYAUTEY (AV. DU MAL);;;;60;
11482;11;28;750;1;2;1;2;2;88;59, CIMIEZ (BD) A PARTIR;;;;60;
11483;11;29;1305;1;2;1;1;3;88;0, SAINT-ISIDORE (QUART.;;;;60;
11484;11;29;1800;5;2;2;2;3;88;31, GAMBETTA (JUSQU'AU N;;;;60;
11485;12;2;800;1;2;1;1;4;88;111, CAL DE SPAGNOL SOUB;;;;60;
11486;12;2;1400;1;2;1;1;6;88;2, SAINT-SYLVESTRE (AV.;;;;60;
11487;12;4;845;1;2;1;1;6;88;17, RAY (AV. DU);;;;60;
11488;12;4;1849;5;2;1;2;6;88;MONTEL (BD PAUL);;;;60;
11489;12;4;1900;5;2;9;2;6;88;158, SAINT-ANTOINE (RTE;;;;60;
11490;12;6;1030;1;2;1;2;6;88;138, ARIANE (BD DE L');;;;60;
11491;12;6;1125;1;2;1;1;1;159;0, CHARLES II D ANJOU (P;;;;60;
11492;12;6;1615;1;2;1;3;2;88;0, VOIE RAPIDE;;;;60;
11493;12;7;1600;1;2;1;1;4;88;0, ETATS UNIS (QUAI DES);;;;60;
11494;12;8;710;2;2;1;1;6;88;38, LEPANTE (R. DE);;;;60;
11495;12;8;1125;1;2;1;1;3;88;54, BRANCOLAR (AV.) (A P;;;;60;
11496;12;9;750;1;2;3;1;1;88;0, ARBORAS (TRAV. DES);;;;60;
11497;12;10;1125;1;2;1;1;2;88;LYAUTEY (AV. DU MAL);;;;60;
11498;12;11;1910;5;2;1;1;6;88;6, AUNE (RUE FRANCOIS);;;;60;
11499;12;12;1300;1;2;1;1;3;88;0, SLAMA (RUE MAURICE);;;;60;
11500;12;13;1750;5;2;1;1;6;88;0, BRES (RUE J.);;;;60;
11501;12;13;1840;5;2;1;1;3;88;400, ANGLAIS PLAGE(  PAR;;;;60;
11502;12;13;2123;5;2;1;1;6;88;290, FABRON (AV. DE) (A;;;;60;
11503;12;14;250;5;2;1;2;3;88;0, ANGLAIS (DU N? 45 AU;;;;60;
11504;12;14;1435;1;2;1;1;6;88;5, ANGLAIS (A PARTIR DU;;;;60;
11505;12;15;800;1;2;1;1;6;88;30, FLIREY (AV. DE);;;;60;
11506;12;15;1530;1;2;1;1;6;88;50, GROSSO (JUSQU'AU N?;;;;60;
11507;12;16;845;1;2;3;2;3;159;0, CORNE D OR (BOULEVARD;;;;60;
11508;12;17;1420;1;2;1;1;6;88;0, TASSIGNY (ESPLANADE L;;;;60;
11509;12;17;1435;1;2;1;1;3;88;SAINT-PHILIPPE (PL.);;;;60;
11510;12;17;1905;5;2;2;1;3;88;VERANY (BD J.B.);;;;60;
11511;12;18;220;5;2;1;1;3;88;0, VERANY (BD J.B.);;;;60;
11512;12;18;340;5;2;1;1;6;88;0, ANGLAIS (A PARTIR DU;;;;60;
11513;12;18;1325;1;2;1;1;3;88;7, BOSQUETS (AV. DES);;;;60;
11514;12;18;1630;1;2;1;1;3;88;0, HUGO (BD VICTOR);;;;60;
11515;12;18;1650;1;2;1;1;6;88;5, FALICON (BD COMTE DE);;;;60;
11516;12;18;1815;5;2;1;1;4;88;10, GARNIER (BD JOSEPH);;;;60;
11517;12;19;1150;1;2;2;1;3;88;0, BOSQUETS (AV. DES);;;;60;
11518;12;19;1325;1;2;1;1;6;88;58, BRAILLE (BD LOUIS);;;;60;
11519;12;23;300;5;2;1;1;6;88;0, MASSENA (PLACE);;;;60;
11520;12;23;1225;1;2;1;1;2;88;0, ROQUEBILLIERE (R. DE);;;;60;
11521;12;24;1100;1;2;1;1;6;88;0, SOLA (BD PIERRE);;;;60;
11522;12;24;1100;1;2;1;1;6;88;0, MASSENA (PLACE);;;;60;
11523;12;24;1430;1;2;1;1;6;88;22, ANGLETERRE (RUE D');;;;60;
11524;12;25;1715;2;2;1;1;1;159;19, PRINCESSE GRACE DE M;;;;60;
11525;12;26;745;2;2;1;1;6;88;13, GAMBETTA (JUSQU'AU N;;;;60;
11526;12;26;1100;1;2;2;1;6;88;0, LATTRE DE TASSIGNY (E;;;;60;
11527;12;26;1835;5;2;1;1;2;88;GRENOBLE (ROUTE DE);;;;60;
11528;12;28;1405;1;2;7;1;3;88;BAREL (PLACE MAX);;;;60;
11529;12;30;1410;1;2;2;1;3;88;57, ANGLAIS (DU N? 45 AU;;;;60;
11530;12;30;1520;1;2;1;1;2;88;6, PHOCEENS (AV. DES);;;;60;
11531;12;30;1720;5;2;1;1;3;88;QUAI PAPACINO;;;;60;
11532;12;31;1115;1;2;1;1;6;88;38, SAPPIA (AV. HENRI);;;;60;
11533;12;31;1135;1;2;1;1;3;88;33, GEORGES V (AV.);;;;60;
11534;5;23;515;3;1;1;1;1;234;;M;0;0;330;
11535;9;25;1730;1;1;2;1;3;85;;M;0;0;330;
11536;1;12;1530;1;1;1;1;6;214;;M;0;0;580;
11537;1;17;1900;2;1;1;1;3;303;;M;0;0;580;
11538;4;6;1545;1;1;1;1;7;303;;M;0;0;580;
11539;11;2;615;2;1;1;1;7;212;;M;0;0;580;
11540;4;15;1730;1;2;1;1;3;515;Bld de l'universit?;M;4731600;510000;210;
11541;8;29;1345;1;2;1;1;5;171;9 boulevard Jean Moulin;M;4729600;513900;210;
11542;11;4;1730;1;2;1;2;3;515;rue des charri?res;M;4731800;509900;210;
11543;11;24;1400;1;2;1;1;1;515;Boulevard Jean Jaurés;M;0;0;210;
11544;11;27;730;5;2;1;2;6;171;avenue de la R?publique;M;4730200;513500;210;
11545;12;22;1315;1;1;1;1;6;145;;M;4496000;292300;150;
11546;1;20;615;3;1;1;9;6;40;CHEMIN DU ROUSSET;M;0;0;130;
11547;2;9;100;3;1;1;8;6;40;;M;0;0;130;
11548;2;13;1015;1;1;2;1;3;87;;M;0;0;130;
11549;2;16;915;1;1;1;2;2;40;;M;0;0;130;
11550;5;4;330;3;1;1;1;6;40;;M;0;0;130;
11551;6;15;1345;1;1;1;1;6;87;;M;0;0;130;
11552;9;4;545;3;2;1;1;1;87;Campagne Man?ou;M;0;0;130;
11553;9;7;245;3;1;1;1;1;40;;M;0;0;130;
11554;9;20;815;1;1;1;1;6;87;;M;0;0;130;
11555;10;3;1930;5;2;1;1;2;40;;M;0;0;130;
11556;10;19;1730;1;1;1;1;1;40;;M;0;0;130;
11557;1;1;945;1;1;1;1;6;195;;M;4409330;36041;470;
11558;1;8;800;2;1;1;1;6;174;;M;4405600;36900;470;
11559;2;13;2130;5;2;1;1;1;143;avenue g?n?ral de Gaulle;M;0;0;470;
11560;3;9;1200;1;1;1;1;2;195;;M;4415200;32300;470;
11561;6;4;1530;1;1;2;1;3;172;;M;4413800;51200;470;
11562;11;11;900;1;1;1;1;6;195;;M;4413400;35800;470;
11563;11;15;2245;3;1;1;3;6;186;;M;4421100;45200;470;
11564;12;27;945;1;1;2;2;3;176;;M;4420390;29392;470;
11565;12;21;1010;1;2;1;1;6;229;247, ROUTE DE MONTELIMAR;;;;70;
11566;12;22;640;3;1;1;1;6;116;RN 102;;;;70;
11567;1;22;500;5;2;1;1;6;19;9, BELLANDE (AVENUE DE );;;;70;
11568;2;15;1300;1;2;1;2;7;19;10, GEORGES COUDERC (RUE;;;;70;
11569;3;15;1610;1;1;1;1;1;19;RN 102;;;;70;
11570;3;19;1435;1;2;3;1;3;19;12, DOCTEUR PARGOIRE (RU;;;;70;
11571;3;24;1400;1;2;6;1;3;19;MONTELIMAR ( ROUTE DE );;;;70;
11572;4;12;1515;1;2;1;1;3;19;20, DELATTRE DE TASSIGNY;;;;70;
11573;5;12;1300;1;2;1;1;6;19;93, JEAN MATHON(BOULEVAR;;;;70;
11574;6;8;600;1;1;1;1;1;116;RN 102;;;;70;
11575;8;1;1415;1;2;1;1;5;19;BOISVIGNAL (AVENUE);;;;70;
11576;8;25;515;3;2;1;1;6;19;34, SAINT PIERRE(CHEMIN;;;;70;
11577;9;15;1510;1;1;1;1;6;19;RN 102;;;;70;
11578;9;20;2300;5;2;6;1;6;19;4, CAMILLE LAPRADE (BOUL;;;;70;
11579;2;5;1830;5;2;1;2;6;102;REPUBLIQUE (AV. DE LA) [;;;;70;
11580;2;17;820;1;2;1;1;2;102;Chemin des MULETS;;;;70;
11581;2;19;700;2;2;1;1;3;102;, MISTRAL (PONT FREDERIC;;;;70;
11582;3;8;1559;1;2;2;1;3;102;0, BRANDONS (RUE DES);;;;70;
11583;3;30;1510;1;1;1;1;6;281;C.D. 533 (VERS LE PUY);;;;70;
11584;4;26;500;5;2;6;1;6;102;REPUBLIQUE (AV.DE LA) [D;;;;70;
11585;5;8;1720;1;1;1;1;4;281;C.D. 533 (VERS LE PUY);;;;70;
11586;5;21;750;1;2;3;2;3;70;100, COLONNEL ROUSSET (A;;;;70;
11587;5;28;1325;1;2;1;1;6;281;GAULLE (AVENUE CHARLES D;;;;70;
11588;6;26;1955;1;1;1;1;1;281;C.D.533;;;;70;
11589;6;27;905;1;1;1;1;7;281;C.D. 533 (VERS LE PUY);;;;70;
