Num_Acc;catr;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;lartpc;larrout;surf;infra;situ;env1;
3278;3;115;;;2;2;12;0;0;1;1;0;0;2;0;1;99;
3279;3;111;;;2;2;25;655;0;1;4;0;57;1;0;1;99;
3280;3;115;;;2;0;26;300;0;1;2;56;0;2;0;1;99;
3281;3;108;;;2;2;35;50;0;1;1;0;55;2;0;1;99;
3282;3;137;;;2;2;71;250;0;2;1;0;0;2;0;1;0;
3283;3;114;;;2;2;75;95;0;2;1;0;61;1;0;1;0;
3284;3;131;;;2;2;36;235;0;2;1;0;53;1;0;3;99;
3285;3;150;;;2;0;38;625;0;0;1;0;67;1;0;1;99;
3286;3;117;;;2;2;42;395;0;1;1;0;49;1;0;3;0;
3287;3;137;;;2;2;59;825;0;0;1;0;74;1;0;1;99;
3288;3;24;;;2;2;9;625;0;1;1;0;55;1;0;3;0;
3289;2;141;;;2;0;15;350;0;1;1;0;64;2;0;1;99;
3290;3;728;;;2;0;1;0;0;1;1;0;71;1;0;1;0;
3291;3;119;;E;2;2;6;900;0;1;1;0;0;1;0;1;99;
3292;3;137;;;2;0;57;640;0;0;1;0;113;1;5;1;99;
3293;3;137;;;3;2;63;500;0;1;3;0;75;1;0;1;0;
3294;3;137;;;0;0;37;700;0;1;1;0;73;1;0;1;0;
3295;3;137;;;2;2;55;300;0;1;1;0;75;1;0;1;99;
3296;3;728;;;2;1;11;890;0;0;1;0;71;1;0;1;0;
3297;3;122;;;2;1;38;530;0;0;1;;;1;5;1;99;
3298;3;125;;;2;1;42;475;0;4;1;;;1;5;1;99;
3299;3;18;;;2;0;13;365;0;1;1;70;0;1;0;1;0;
3300;3;24;;;2;2;6;900;0;1;1;0;75;1;0;3;99;
3301;3;24;2;;2;1;7;0;0;1;1;0;0;1;0;1;0;
3302;3;18;;;2;2;11;950;0;2;1;0;61;1;0;1;99;
3303;3;728;;;2;0;11;600;0;1;1;0;72;1;0;3;0;
3304;3;117;;;2;0;34;215;0;1;1;0;65;1;0;1;0;
3305;3;142;;;2;2;0;0;0;1;1;;;1;5;1;99;
3306;3;129;;;2;0;48;240;0;1;1;0;65;1;0;0;0;
3307;3;114;;;2;2;90;320;0;1;1;0;49;2;0;3;99;
3308;3;6;;;2;0;16;400;0;1;1;0;65;1;0;3;0;
3309;3;732;;;0;0;37;800;0;1;1;60;0;1;0;1;0;
3310;3;6;;;2;2;20;665;0;1;1;0;75;1;0;1;0;
3311;3;6;;;2;2;11;955;0;1;3;0;65;1;0;3;0;
3312;3;730;;;2;2;11;175;0;0;1;0;73;1;0;1;0;
3313;3;732;;;2;2;36;380;0;0;1;0;62;1;0;1;99;
3314;3;134;;;2;0;30;115;0;1;2;0;70;2;0;3;0;
3315;3;134;;;2;2;44;145;0;1;2;0;52;1;0;0;0;
3316;3;137;;;2;2;21;800;0;1;1;0;69;1;0;1;99;
3317;3;137;;;2;2;24;950;0;1;1;0;69;1;0;1;99;
3318;3;146;;;2;2;32;25;0;4;1;0;39;1;0;1;99;
3319;3;117;;;2;2;51;195;0;1;2;0;55;2;0;1;99;
3320;2;150;;;2;2;77;68;0;2;1;0;68;1;0;1;0;
3321;2;150;;;2;0;74;370;0;1;1;0;62;1;0;1;99;
3322;3;131;;;2;2;14;700;0;0;0;0;55;1;0;1;0;
3323;3;117;;;2;2;48;490;0;1;1;0;70;1;5;1;0;
3324;2;150;;;2;2;77;100;0;2;1;0;70;1;0;1;0;
3325;3;117;;;2;2;50;0;0;1;1;0;60;1;0;1;0;
3326;4;0;;;2;0;0;0;0;4;3;0;25;9;0;1;0;
3327;3;241;;;2;2;24;725;0;1;2;0;50;1;0;1;0;
3328;3;117;;;2;2;52;0;0;1;1;0;55;1;0;1;99;
3329;3;129;;;2;2;26;185;0;1;1;0;53;2;5;1;99;
3330;4;0;;;2;2;;;0;3;1;0;69;1;0;1;99;
3331;3;213;;;2;2;9;1440;0;1;1;0;37;2;0;1;0;
3332;3;739;;E;2;0;1;595;0;1;1;110;112;1;0;0;99;
3333;3;950;;;2;2;19;200;0;1;1;0;70;1;0;1;0;
3334;3;120;;;2;2;27;0;0;1;1;0;58;1;0;1;0;
3335;3;218;;;2;0;7;800;0;1;1;0;0;2;0;1;0;
3336;3;739;;;2;2;31;345;0;1;1;0;70;2;0;1;0;
3337;4;;;;2;2;;;0;1;1;0;56;1;0;1;0;
3338;3;150;;;2;0;14;760;0;2;1;63;0;2;0;1;0;
3339;3;114;;;2;2;58;200;0;1;1;0;53;1;0;1;99;
3340;3;739;;;2;0;14;900;0;1;1;0;66;1;0;1;99;
3341;3;939;;;2;2;48;20;0;1;1;0;0;1;0;1;0;
3342;3;939;;;2;0;42;650;0;0;1;0;0;2;0;3;99;
3343;3;114;;;2;0;60;700;0;1;1;0;60;1;0;1;0;
3344;3;739;;;2;2;0;0;0;1;1;0;63;1;0;1;0;
3345;3;939;;;2;0;28;260;0;1;3;64;0;1;0;1;0;
3346;3;129;;;2;2;21;13;0;3;1;56;0;2;0;3;0;
3347;3;133;;;2;2;13;830;0;1;1;0;0;1;5;1;99;
3348;3;129;;;2;1;5;400;0;1;2;0;0;1;0;1;0;
3349;3;124;;;2;2;48;700;0;2;1;0;53;2;0;1;99;
3350;3;121;;;2;2;38;700;0;1;1;0;69;1;0;1;0;
3351;3;224;;;2;2;19;555;0;2;2;0;45;2;0;1;0;
3352;3;1;;;2;0;4;950;0;0;2;0;61;0;0;1;0;
3353;4;3;;;2;2;0;0;0;1;1;0;37;1;0;3;0;
3354;3;129;;E;2;2;3;500;0;1;2;0;52;1;0;3;0;
3355;3;121;;;2;2;37;500;0;1;1;0;60;1;0;3;0;
3356;3;229;;E;2;2;2;0;0;1;1;0;35;2;0;1;99;
3357;3;138;;;2;2;29;600;0;3;3;0;61;1;0;1;0;
3358;3;115;;;2;2;20;500;0;1;1;0;49;1;0;1;0;
3359;3;35;;;2;2;8;700;0;1;1;0;530;1;0;3;0;
3360;3;938;3;;2;1;26;300;0;1;1;0;0;1;0;3;99;
3361;3;748;;;2;2;33;0;0;1;2;0;60;1;0;1;0;
3362;3;938;3;;2;2;17;200;0;3;1;0;65;1;0;1;99;
3363;3;38;;;2;2;13;430;0;2;2;0;67;1;0;4;0;
3364;4;0;;V;2;0;0;0;0;0;3;0;45;2;0;1;99;
3365;3;748;;D;2;2;29;0;0;1;3;0;0;1;5;1;0;
3366;4;0;;;2;2;0;0;0;2;4;0;39;1;0;1;0;
3367;6;0;;;0;0;0;0;0;1;1;0;0;1;0;1;0;
3368;3;31;;;2;2;16;300;0;1;4;0;52;2;0;1;0;
3369;3;146;;;2;0;10;300;0;0;1;0;57;1;0;1;0;
3370;3;948;;;2;3;40;500;0;1;1;150;0;2;0;1;0;
3371;3;5;;;2;2;8;800;0;1;2;0;0;9;0;1;0;
3372;3;14;;;2;2;10;600;0;1;1;0;60;1;0;1;0;
3373;4;0;;;2;0;0;0;0;1;1;0;3;1;0;1;0;
3374;4;11;;;2;0;0;0;0;1;3;0;0;1;0;1;0;
3375;3;121;;;2;1;19;970;0;1;1;0;60;1;0;1;0;
3376;3;140;;;2;2;23;120;0;0;3;0;55;2;0;1;99;
3377;2;147;;;2;2;0;0;0;2;1;0;73;2;0;1;0;
3378;3;28;;;2;2;0;0;0;2;3;0;67;1;0;4;0;
3379;3;941;;;2;2;0;0;0;1;2;0;73;2;0;3;0;
3380;2;141;;;2;2;48;600;0;1;1;27;72;1;0;1;0;
3381;3;206;;;2;2;0;0;0;2;1;0;60;1;0;1;3;
3382;2;147;;;2;0;0;0;0;0;1;0;70;1;0;1;99;
3383;4;0;;;2;2;0;0;0;4;1;0;54;1;0;1;99;
3384;2;147;;;2;0;100;600;0;3;1;0;84;1;0;0;99;
3385;3;47;;;2;2;0;0;0;2;1;0;60;1;5;1;0;
3386;3;914;;;0;2;31;320;0;0;2;65;0;1;0;1;0;
3387;3;29;;;2;0;15;50;0;2;1;0;58;1;0;1;0;
3388;3;39;;;2;2;56;500;0;1;3;0;58;1;0;3;0;
3389;3;207;;;2;0;0;0;0;1;1;0;62;1;0;1;99;
3390;3;979;;;3;2;25;800;0;2;1;0;70;1;0;3;0;
3391;3;979;;;2;2;32;200;0;1;1;70;0;1;0;1;0;
3392;3;39;;;2;2;15;400;0;1;1;0;69;1;0;1;0;
3393;3;940;;;2;0;9;100;0;1;3;0;69;2;0;1;99;
3394;3;941;;;2;2;17;700;0;2;3;0;74;1;0;1;99;
3395;3;7;2;;2;2;0;0;0;1;1;0;61;1;5;1;0;
3396;3;979;;;2;2;13;980;0;2;1;0;71;1;0;1;99;
3397;3;901;;;0;2;55;800;0;1;1;0;70;1;0;1;0;
3398;3;19;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
3399;3;704;;;2;2;20;400;0;1;1;0;70;1;0;1;99;
3400;3;57;;A;2;2;1;650;0;2;1;0;42;0;0;3;99;
3401;3;704;;;2;2;21;300;0;2;1;0;70;1;0;1;0;
3402;3;675;;;2;2;8;500;0;1;1;0;75;1;0;1;99;
3403;3;4;;;2;2;29;512;0;2;0;57;0;1;0;1;99;
3404;2;147;;;2;0;41;884;0;0;3;0;72;1;0;1;0;
3405;2;147;;;2;2;0;0;0;1;1;0;71;1;0;1;99;
3406;4;945;;;2;0;67;50;0;1;1;0;72;1;0;1;99;
3407;2;147;;;2;2;29;442;0;4;2;0;70;2;0;1;0;
3408;4;1;;;2;1;0;0;0;2;4;0;37;1;0;1;99;
3409;3;28;;;2;2;21;100;0;2;2;0;65;2;0;1;0;
3410;3;2;;;2;2;24;300;0;0;1;0;55;2;0;3;0;
3411;4;17;;;2;2;0;0;0;1;3;0;37;1;0;3;0;
3412;3;7;;;2;2;38;200;0;1;1;0;53;1;0;1;0;
3413;3;1;;;2;2;20;337;0;2;3;0;0;2;0;3;0;
3414;3;88;;;2;2;14;300;0;1;3;0;0;1;0;3;99;
3415;3;912;;;2;2;0;0;0;1;1;0;61;1;0;1;3;
3416;9;0;;;2;0;0;0;0;1;0;0;187;1;0;0;0;
3417;3;941;;;2;0;55;900;0;1;1;0;70;1;0;1;99;
3418;2;141;;;3;4;57;50;0;1;1;0;0;1;0;3;99;
3419;3;675;;D;2;0;0;0;0;2;3;0;76;2;0;1;0;
3420;3;86;;;2;0;0;0;0;1;1;0;0;1;0;1;0;
3421;3;675;;;2;2;70;0;0;1;2;0;0;1;0;1;99;
3422;3;941;;;2;0;0;0;0;1;1;0;0;1;0;1;0;
3423;3;941;;;2;0;0;0;0;2;1;0;0;1;0;1;99;
3424;2;21;;;2;2;0;0;0;3;1;0;80;1;0;1;99;
3425;3;32;;;2;0;37;200;0;1;2;0;0;1;0;1;99;
3426;3;130;;;2;2;30;689;0;1;3;0;75;1;0;1;0;
3427;4;2;;;2;0;0;0;0;1;3;0;60;1;0;1;0;
3428;3;58;;;2;0;8;484;0;2;2;0;60;1;0;1;0;
3429;3;44;;;2;2;14;622;0;2;3;0;75;1;0;1;0;
3430;3;1120;;;2;2;62;125;0;1;3;0;65;1;0;1;0;
3431;3;1089;;;2;0;93;899;0;1;3;0;0;1;0;1;0;
3432;3;978;;;2;2;43;570;0;2;3;0;70;2;0;1;0;
3433;3;1120;;;4;3;7;581;0;1;1;0;105;1;5;1;0;
3434;3;16;;E;2;2;0;231;0;1;1;0;0;2;0;1;99;
3435;3;135;;;2;2;11;187;0;2;2;0;0;2;0;3;99;
3436;3;166;;;2;2;9;950;0;4;2;0;60;2;0;3;0;
3437;3;978;;;2;2;23;250;0;0;1;0;60;1;0;3;99;
3438;4;0;;;2;0;0;0;0;1;1;0;33;0;0;3;99;
3439;3;16;;;2;2;0;0;0;1;2;0;60;1;0;1;99;
3440;3;3;;;2;2;56;601;0;1;3;0;57;2;0;1;0;
3441;3;940;;;2;0;46;521;0;0;2;0;70;2;0;3;0;
3442;3;137;;;2;0;17;713;0;3;1;0;50;1;0;1;0;
3443;3;940;;;2;2;57;953;0;2;2;12;61;1;0;1;0;
3444;3;940;;;2;2;66;819;0;2;1;0;68;1;0;1;99;
3445;3;44;;;0;0;29;1608;0;0;0;0;0;0;0;0;0;
3446;3;3;;;2;2;60;173;0;1;1;0;62;1;0;1;0;
3447;3;902;;;2;2;4;556;0;1;1;0;60;1;0;0;0;
3448;3;920;;;2;0;0;0;0;2;2;0;35;1;0;4;99;
3449;3;7;;;2;2;19;295;0;1;1;0;62;1;0;1;0;
3450;3;1120;;;2;2;69;289;0;4;0;0;75;1;0;1;99;
3451;3;902;;;2;2;6;293;0;1;1;0;72;1;0;1;0;
3452;3;44;;;2;0;26;447;0;1;3;0;70;1;0;1;0;
3453;3;20;;E;2;2;2;730;0;1;1;0;0;2;0;1;0;
3454;9;0;;;2;2;0;0;0;1;1;0;58;1;0;1;0;
3455;3;152;;;2;2;9;133;0;1;3;0;72;2;0;1;99;
3456;3;19;;;2;0;0;0;0;0;4;0;60;1;0;1;99;
3457;4;13;;;2;2;0;0;0;2;2;0;37;1;0;1;0;
3458;3;921;;;2;0;5;244;0;1;2;0;72;2;0;1;0;
3459;3;162;;;0;0;13;63;0;0;0;0;0;0;0;0;0;
3460;4;0;;;2;2;0;0;0;1;1;0;69;1;0;1;99;
3461;4;0;;;2;2;0;0;0;1;1;0;55;1;0;1;99;
3462;3;158;;;0;0;0;0;0;0;0;0;0;0;0;0;0;
3463;6;0;;;0;0;0;0;0;1;0;0;0;1;0;1;99;
3464;3;921;;;2;0;8;625;0;1;3;72;0;2;0;1;99;
3465;3;1089;;;2;2;0;0;0;1;1;0;81;1;0;1;0;
3466;3;940;;;2;2;5;866;0;1;2;0;67;1;2;1;0;
3467;9;0;;;4;0;0;0;0;2;1;0;0;1;0;1;0;
3468;3;15;;;2;2;7;32;0;0;1;0;56;1;0;1;0;
3469;3;901;2;E;2;2;45;600;0;1;1;0;84;2;0;1;3;
3470;3;148;;;2;0;21;782;0;1;1;0;65;1;0;1;0;
3471;3;148;;;2;2;23;958;0;0;2;0;73;1;0;1;99;
3472;3;7;;;2;3;21;876;3;1;1;31;140;1;2;1;0;
3473;4;;;;0;0;;;0;0;0;0;0;0;0;0;0;
3474;3;170;;;2;2;20;945;0;2;1;0;105;1;0;1;0;
3475;3;920;;;2;2;38;450;0;0;1;0;0;1;0;1;99;
3476;3;148;;;2;2;26;462;0;1;1;0;67;2;0;3;0;
3477;4;0;;;2;0;0;0;0;1;1;0;60;1;0;1;99;
3478;4;0;;;2;0;0;0;0;2;0;0;0;1;0;0;99;
3479;3;108;;;2;0;8;577;0;2;3;60;0;2;0;1;99;
3480;6;0;;;0;0;0;0;0;0;0;0;0;2;0;0;0;
3481;3;979;;;2;2;74;419;0;0;1;0;80;1;0;1;0;
3482;3;979;;;2;2;61;693;0;1;1;73;73;1;0;1;99;
3483;3;979;;;2;2;56;827;0;2;2;0;75;1;0;3;99;
3484;3;979;;;2;2;13;751;0;2;2;0;77;1;0;1;99;
3485;3;164;;;2;2;1;939;0;1;2;0;56;1;0;3;99;
3486;3;979;;;2;2;23;13;0;4;1;0;72;1;0;1;99;
3487;3;21;;E;0;0;0;0;0;0;0;0;0;0;0;0;0;
3488;3;6;;;2;2;10;400;0;0;1;0;0;1;0;1;99;
3489;3;48;;;2;2;72;30;0;1;1;0;41;1;0;3;0;
3490;3;917;;;2;2;0;0;0;1;1;57;0;1;5;1;0;
3491;2;145;;;3;0;20;800;0;1;2;0;0;2;0;3;0;
3492;3;10;;;2;0;1;447;0;1;4;0;66;1;0;1;99;
3493;3;913;;;0;0;4;321;0;0;1;35;0;0;0;1;0;
3494;3;57;;;2;2;17;663;0;1;2;0;35;1;0;1;0;
3495;3;5;;;2;2;47;450;0;1;0;0;41;1;0;1;99;
3496;3;912;;A;2;0;0;0;0;1;1;0;78;1;0;1;0;
3497;4;0;;;2;2;0;0;0;4;1;0;50;1;0;1;0;
3498;3;997;;;2;2;38;800;0;0;1;0;75;1;0;1;0;
3499;3;92;;;2;2;1;720;0;1;2;0;35;2;0;3;0;
3500;3;8;;;0;0;0;0;0;0;1;51;0;1;0;1;99;
3501;3;826;;D;4;0;0;0;0;1;4;0;0;1;5;4;99;
3502;3;50;;D;2;2;3;528;0;1;2;0;50;1;0;1;0;
3503;3;826;;;2;2;17;500;0;1;1;0;63;1;0;1;0;
3504;3;32;;;2;0;29;774;0;0;1;0;70;2;5;1;99;
3505;3;50;;;3;4;38;416;0;1;1;20;60;1;0;1;99;
3506;3;826;;;4;0;3;892;1;1;1;25;150;1;0;1;99;
3507;3;112;;;0;2;0;0;0;4;2;0;66;1;0;3;99;
3508;3;66;;;2;2;10;200;0;1;1;0;55;1;0;1;0;
3509;3;112;;;2;2;11;250;0;0;1;0;0;1;0;1;99;
3510;3;31;;;0;2;24;334;0;2;1;0;57;1;0;1;0;
3511;3;20;;;2;2;38;700;0;1;1;0;69;1;5;1;0;
3512;3;813;;;2;0;16;550;0;1;1;0;75;1;0;1;99;
3513;3;79;;;2;2;8;693;0;1;2;0;74;9;0;3;99;
3514;3;16;;;2;2;12;300;0;1;1;0;62;1;0;1;0;
3515;4;0;;;2;1;0;0;0;4;3;0;62;2;0;1;0;
3516;3;79;;;2;2;3;330;0;1;3;0;63;1;0;1;99;
3517;3;630;;;2;2;1;284;0;1;1;0;0;1;0;0;0;
3518;3;14;;;2;2;10;250;0;1;1;0;54;1;0;3;99;
3519;3;630;;;2;2;0;0;0;1;1;0;56;1;0;1;0;
3520;4;0;;;2;2;0;0;0;2;3;0;57;1;0;1;99;
3521;3;45;;;2;2;8;201;0;1;1;0;55;1;0;1;99;
3522;3;14;;;2;2;14;73;0;1;0;0;30;1;0;1;0;
3523;3;29;;;2;2;30;200;0;0;1;0;57;2;0;3;99;
3524;3;17;;;2;2;60;110;0;0;1;0;60;1;0;3;0;
3525;4;0;;;2;0;0;0;0;1;1;60;0;1;0;0;0;
3526;3;2;;;2;2;5;370;0;1;1;0;72;2;0;1;99;
3527;2;224;;;2;0;0;0;0;2;1;0;70;1;0;1;0;
3528;4;;;;2;2;0;0;0;1;1;0;54;1;0;1;99;
3529;3;29;;A;2;2;2;250;0;1;1;0;61;1;0;1;99;
3530;3;93;;;2;2;12;0;0;1;1;0;60;1;0;1;99;
3531;2;224;;;2;2;25;747;0;1;1;0;64;2;0;1;99;
3532;3;124;;;1;0;0;0;0;2;1;0;60;1;0;1;0;
3533;2;224;;;0;2;15;131;0;1;1;0;65;1;5;1;99;
3534;3;24;;;1;1;15;380;0;0;0;0;57;1;0;1;0;
3535;3;65;;;2;2;11;200;0;1;3;0;62;1;0;2;0;
3536;3;37;;;2;2;37;481;0;1;1;0;0;1;0;1;99;
3537;3;24;;;2;0;0;0;0;3;1;0;56;1;0;1;0;
3538;4;0;;;1;0;0;0;2;1;1;0;50;2;0;1;0;
3539;3;120;;;2;2;0;0;0;1;1;0;140;1;0;1;99;
3540;3;817;;;2;0;1;357;0;0;1;0;0;0;0;0;0;
3541;4;0;;;0;2;0;0;0;1;1;0;93;2;5;1;0;
3542;3;820;;;3;1;37;9;0;1;1;20;147;1;0;2;0;
3543;3;63;;;1;2;2;304;0;1;2;120;60;1;5;0;99;
3544;4;0;;;0;2;0;0;0;1;1;0;60;1;0;1;0;
3545;3;15;;;2;0;32;895;0;1;1;0;90;1;0;1;0;
3546;4;0;;;2;2;0;0;0;1;1;0;70;1;0;1;0;
3547;3;113;;;2;0;0;656;0;1;1;116;0;1;0;1;0;
3548;3;813;;;3;4;0;0;3;1;1;14;130;1;0;1;0;
3549;3;820;;;0;0;8;317;3;0;1;68;22;1;0;0;0;
3550;3;63;;;2;0;0;0;0;0;1;0;55;1;0;1;0;
3551;3;820;;;4;3;7;505;0;1;1;0;93;1;0;1;99;
3552;4;0;;;2;2;0;0;0;1;1;0;40;1;0;1;99;
3553;3;77;;;2;2;9;329;0;1;1;0;60;1;0;1;0;
3554;9;0;;;0;0;0;0;0;0;1;0;0;0;0;1;0;
3555;9;0;;;2;0;0;0;0;0;1;0;0;1;0;1;0;
3556;3;820;;;3;2;0;0;3;1;1;20;60;1;0;1;0;
3557;3;888;;;2;2;21;286;0;0;1;0;82;1;0;1;0;
3558;3;888;;;2;2;18;792;0;1;1;0;60;1;0;1;0;
3559;3;888;;;2;2;18;825;0;1;1;0;0;1;0;3;0;
3560;4;0;;;1;2;0;0;0;1;2;0;35;1;0;1;0;
3561;3;888;;;2;2;0;0;0;1;1;0;0;1;0;1;99;
3562;9;0;;;2;2;0;0;0;1;1;0;60;1;6;1;0;
3563;3;20;;;2;2;23;337;0;0;1;0;54;1;0;1;0;
3564;3;22;;;2;2;25;775;0;1;1;0;54;1;0;1;99;
3565;4;0;;;1;1;0;0;0;2;1;0;0;2;0;0;0;
3566;4;0;;;2;0;0;0;0;1;1;0;0;2;0;1;0;
3567;3;3;;;2;2;62;400;0;1;1;0;90;1;0;1;99;
3568;3;12;;;2;2;24;400;0;1;1;0;0;1;0;1;0;
3569;3;19;;E;2;2;0;106;0;1;1;0;65;1;0;3;99;
3570;3;19;;;2;2;24;250;0;1;2;0;60;1;0;1;99;
3571;3;19;;;2;2;23;700;0;1;1;0;60;1;5;1;99;
3572;3;56;;;2;2;17;600;0;1;2;0;58;1;0;1;99;
3573;3;12;;;2;2;0;0;0;1;3;0;60;1;0;1;0;
3574;3;56;;;2;0;0;0;0;0;2;0;62;1;0;3;0;
3575;3;4;;;2;0;20;432;0;1;1;0;0;1;5;1;0;
3576;4;0;;;2;2;0;0;0;1;1;0;0;1;0;1;0;
3577;3;19;;;2;2;21;500;0;1;1;0;52;1;0;1;99;
3578;3;56;;;2;2;16;481;0;1;2;0;43;1;0;3;99;
3579;3;816;;;2;2;0;0;0;1;3;0;49;1;0;1;99;
3580;3;820;;;2;2;60;596;0;1;1;0;80;1;0;3;99;
3581;3;48;;F;3;2;0;0;0;1;2;0;35;1;5;1;99;
3582;3;35;;;2;2;18;636;0;0;1;0;58;2;0;3;99;
3583;3;48;;;2;0;54;609;0;1;1;0;65;1;0;1;99;
3584;3;35;;;2;2;40;417;0;1;1;0;65;1;0;3;99;
3585;3;35;;;1;1;27;235;0;2;1;0;37;2;0;0;99;
3586;3;12;;C;2;2;0;480;0;1;1;57;0;1;0;3;99;
3587;3;12;;;2;2;35;794;0;0;1;0;60;1;0;1;99;
3588;3;12;;;2;0;36;510;0;1;3;0;63;1;0;1;99;
3589;3;622;;;2;2;20;588;0;2;1;0;0;1;0;1;99;
3590;3;91;;;2;2;18;850;0;2;2;0;40;1;0;3;99;
3591;3;820;;W;2;2;0;0;0;1;3;0;70;1;0;1;99;
3592;4;0;;;2;2;0;0;0;1;1;0;60;1;0;1;99;
3593;3;820;;;2;0;47;789;0;1;1;0;63;1;0;3;99;
3594;3;43;;;2;2;28;400;0;0;1;0;65;1;6;4;99;
3595;3;820;;;2;2;53;129;0;0;1;0;76;1;0;1;0;
3596;3;622;;;2;2;24;970;0;2;1;0;58;1;0;1;99;
3597;3;12;;;2;2;35;741;0;1;1;0;58;1;5;1;99;
3598;3;19;;;2;2;32;188;0;1;1;0;0;1;0;1;0;
3599;3;43;;;2;0;40;391;0;1;1;0;0;2;0;1;99;
3600;3;12;;;2;1;34;53;0;1;1;0;57;1;0;1;99;
3601;3;820;;;2;1;66;100;0;1;1;0;79;1;0;1;99;
3602;3;820;;;3;2;66;0;0;1;1;0;0;2;0;1;0;
3603;3;19;;;2;0;41;900;0;1;1;0;0;1;0;1;0;
3604;3;19;;;0;2;48;945;0;1;3;0;70;1;5;1;99;
3605;3;48;;;2;2;49;966;0;2;1;0;58;1;0;3;99;
3606;3;4;;;2;0;5;150;0;1;1;0;60;1;0;1;99;
3607;3;28;;;2;2;21;960;0;1;1;0;49;1;0;1;0;
3608;3;74;;;2;2;3;800;0;1;2;60;0;1;0;3;0;
3609;3;627;;;2;2;44;691;1;1;1;0;69;1;0;3;99;
3610;4;0;;;2;1;0;0;0;1;1;0;40;1;0;1;99;
3611;3;74;;;2;2;7;465;0;1;2;20;60;1;5;3;0;
3612;3;4;;;2;2;3;759;0;1;1;0;55;1;0;1;0;
3613;9;0;;;0;0;0;0;0;1;1;0;100;2;0;1;0;
3614;3;62;;;0;0;38;759;0;0;0;0;0;0;0;0;0;
3615;3;627;;;2;2;61;50;0;2;1;0;55;1;0;3;0;
3616;3;622;;;2;2;3;600;0;3;1;0;65;1;0;1;0;
3617;3;4;;;0;0;8;200;0;1;1;0;83;0;5;1;0;
3618;3;53;;;2;0;29;860;0;1;1;0;54;1;5;1;99;
3619;3;622;;;2;2;3;897;0;3;2;0;68;1;0;3;99;
3620;3;627;;;2;2;42;202;0;1;1;0;61;1;0;1;0;
3621;3;62;;;2;2;30;797;0;1;1;0;60;2;0;1;0;
3622;3;6;;;2;2;35;450;0;1;1;0;54;1;0;3;0;
3623;3;12;;;2;2;6;796;0;1;1;0;84;2;0;1;0;
3624;3;68;;;2;2;11;700;0;1;4;0;59;1;0;3;0;
3625;3;42;;;2;2;28;900;0;1;3;0;58;1;0;1;99;
3626;3;82;;;2;0;11;800;0;1;1;65;95;1;0;1;0;
3627;3;12;;;2;0;0;0;0;1;1;0;63;1;6;1;3;
3628;3;24;;;2;2;29;50;0;2;1;0;50;1;0;1;0;
3629;3;24;;;2;2;27;416;0;1;1;0;60;1;5;1;99;
3630;3;65;;;2;2;0;0;0;1;1;0;55;1;0;1;0;
3631;3;19;;;2;2;9;775;0;1;1;0;42;1;0;1;99;
3632;3;37;;E;2;0;3;884;0;1;1;0;60;1;0;1;0;
3633;3;42;;;2;2;24;743;0;2;1;0;53;1;0;1;0;
3634;3;50;;;2;2;29;180;3;1;1;82;0;1;5;1;0;
3635;3;632;;;2;2;9;644;0;0;1;19;63;1;5;1;99;
3636;4;0;;;0;2;0;0;1;1;2;0;60;1;0;1;99;
3637;3;65;;;2;2;4;478;0;1;3;0;58;9;0;1;0;
3638;3;68;;;2;2;11;0;0;1;1;0;60;1;0;1;0;
3639;3;82;;;3;2;8;400;0;1;1;5;70;9;0;3;0;
3640;3;632;;;2;2;18;500;0;1;1;0;0;1;0;1;0;
3641;6;0;;;0;0;0;0;0;1;1;0;0;1;0;0;0;
3642;3;69;;;2;0;16;347;0;2;2;0;41;1;0;0;0;
3643;3;75;;A;2;;0;0;0;0;1;0;254;1;0;1;0;
3644;2;125;;;2;3;16;450;0;1;1;0;118;1;5;1;0;
3645;2;125;;;2;2;3;375;0;1;2;0;72;1;0;3;0;
3646;3;21;;;2;0;11;600;0;0;1;0;55;1;0;1;99;
3647;4;0;;;2;2;0;0;0;2;1;0;32;1;0;1;0;
3648;3;34;;I;1;1;0;272;0;1;1;0;68;1;0;1;0;
3649;3;817;;;2;2;71;427;0;1;1;0;108;1;0;1;0;
3650;3;817;;;2;2;68;958;0;1;2;0;0;1;0;1;0;
3651;3;8;;;2;2;7;700;0;1;1;0;102;1;0;3;0;
3652;3;21;;;2;0;2;795;0;1;3;0;70;1;0;1;99;
3653;3;125;;;2;2;7;300;0;1;3;70;70;2;2;3;99;
3654;3;125;;C;2;2;0;0;0;1;1;0;0;1;0;3;99;
3655;3;618;;A;2;2;2;26;0;2;1;0;56;9;0;3;0;
3656;3;618;;;2;2;10;680;0;2;1;0;74;2;0;1;0;
3657;3;618;;A;2;2;0;0;0;2;3;0;75;1;0;1;99;
3658;3;825;;;2;3;17;603;0;1;1;0;95;1;0;1;0;
3659;3;618;;;2;2;9;500;0;2;2;0;69;1;0;1;0;
3660;4;0;;;2;0;0;0;0;1;1;0;45;1;0;1;0;
3661;3;618;;;2;2;8;0;0;2;1;0;62;5;0;3;0;
3662;3;8;;;2;2;21;380;0;1;2;0;53;2;0;1;99;
3663;3;36;;;2;2;15;169;0;1;1;0;53;2;5;1;0;
